yglob,xglob,hdop,lambert93_yglob,lambert93_xglob,lambert93_zloc,yloc,lambert93_yloc,lambert93_zglob,long,lambert93_lat,xloc,time,lat,zglob,alt,zloc,lambert93_xloc,sat
301547.5756435469,4242708.054183462,80.0,260026.92684588203,3658521.659407035,-43653.168587973225,-1.3480926316002808,745711.72731161851,5200728.904237282,4.065422,54.98828204798937,-2.0962309746132739,1465969628,48.270607,4737041.012928898,121.0,120.99999951343355,-1.807597017250373,10.0
301549.5349291527,4242712.584251084,80.0,260028.65275750015,3658526.077910543,-43647.05449134938,-2.237678530102599,745711.11077094707,5200733.056791427,4.065444,54.98827012339826,-0.4630390165477376,1465969628,48.270599,4737044.898590647,127.0,126.99999959093827,-0.39928236557170749,10.0
301549.884968283,4242711.226511126,80.0,260028.91811746696,3658524.3938347283,-43648.20291449863,-1.3480940746360943,745712.31219579792,5200732.999410888,4.06545,54.98828204798937,-0.017622396521549177,1465969628,48.270607,4737044.7444129875,126.0,125.99999985692025,-0.015195935855444986,10.0
301548.1067685314,4242706.102925677,80.0,260027.27991014288,3658518.500495043,-43653.615043580299,1.2094595120203167,745715.51771393279,5200731.0939903995,4.065431,54.98831633119912,-1.4281061434552118,1465969628,48.27063,4737042.715269365,121.0,120.9999997263549,-1.2314670448249672,10.0
301546.4936722794,4242703.302266891,80.0,260025.80227554403,3658514.8663277742,-43655.970126151107,3.322219642500464,745718.41496157343,5200731.264845533,4.065412,54.98834465212316,-2.8385879714002047,1465969628,48.270649,4737042.628955436,119.0,118.99999850366945,-2.4477356894494733,10.0
301546.99935746886,4242705.181558041,80.0,260026.306748043,3658517.44945907,-43654.6858231402,1.6542513215091574,745716.05993722356,5200730.655781817,4.065417,54.988322293498065,-2.4674093942291151,1465969628,48.270634,4737042.265031367,120.0,119.9999993080458,-2.1276661793890526,10.0
301547.7710529146,4242708.709311348,80.0,260027.05882078162,3658521.7103858325,-43651.337607392459,-0.45850940356556436,745713.27966649295,5200731.303960321,4.065424,54.988293972582326,-1.9477592378812476,1465969628,48.270615,4737043.09764123,123.0,122.99999968755512,-1.6795683952732361,10.0
301548.46435616876,4242707.992742936,80.0,260027.65667731522,3658521.0927024,-43652.33074184641,-0.4585095365333558,745713.16268920712,5200730.48492548,4.065434,54.988293972582326,-1.2053987214270352,1465969628,48.270615,4737042.351344319,122.0,121.99999987056199,-1.0394249745295383,10.0
301548.94277849945,4242712.629785224,80.0,260028.06911564193,3658525.0897263614,-43645.378799544473,-0.45851007020226575,745713.98152894562,5200736.218169364,4.065436,54.988293972582326,-1.0569278368923181,1465969628,48.270615,4737047.575422694,129.0,128.99999989688095,-0.91139734096941538,10.0
301547.8763056152,4242712.284432623,80.0,260027.23621468665,3658526.0121580604,-43647.989393178606,-2.5712718583538745,745710.49939402624,5200731.952136524,4.065422,54.98826565167706,-2.0962330647050709,1465969628,48.270596,4737043.930249248,126.0,125.99999913763554,-1.8075991678560968,10.0
301548.59927031334,4242711.985184046,80.0,260027.80943406885,3658525.0478253057,-43647.209779987228,-1.3480941257060834,745712.42917283904,5200733.818445609,4.065432,54.98828204798937,-1.3538720344099282,1465969628,48.270607,4737045.490709806,127.0,126.99999971450985,-1.1674548653318197,10.0
301548.1950194291,4242707.344593637,80.0,260027.42444166986,3658520.5340173165,-43653.323876496463,-0.45850941362655107,745713.04571214225,5200729.66589064,4.065431,54.988293972582326,-1.4281065614577244,1465969628,48.270615,4737041.6050474085,121.0,120.99999982535743,-1.2314677293179557,10.0
301547.0304386247,4242708.760225858,80.0,260026.45669566063,3658522.2680138843,-43652.175453529984,-1.3480925933076691,745711.84428873612,5200729.723272003,4.065414,54.98828204798937,-2.6901195646233989,1465969628,48.270607,4737041.759225717,122.0,121.99999929132173,-2.3197119781179936,10.0
301547.3978843094,4242707.647388489,80.0,260026.82377710572,3658522.0151311737,-43654.941335905693,-2.5712689763886658,745709.6805577476,5200726.218894625,4.06542,54.98826565167706,-2.2447027960327426,1465969628,48.270596,4737038.706172418,119.0,118.99999908720726,-1.9356258501138655,10.0
